carat,cut,color,clarity,depth,table,y_pred
0.4,2,4,3,61.6,56.0,1076.785
1.5,1,6,6,58.6,62.0,8373.06
1.65,1,4,7,62.2,58.0,9445.75
0.26,3,2,1,58.7,63.0,570.97
0.3,2,1,2,61.9,57.0,1063.8041666666666
0.52,4,3,4,61.2,62.0,1541.29
0.51,3,3,5,63.1,59.0,1507.05
1.51,1,7,6,63.0,58.0,6848.472666666666
0.54,3,4,6,60.3,57.0,1340.995
0.31,2,2,5,62.9,57.0,851.2675
1.2,3,6,4,62.4,56.0,6279.77
0.58,2,3,5,62.1,56.0,1782.1503333333333
1.2,3,3,6,63.5,57.0,6325.83
0.33,1,5,2,61.4,59.0,781.5133333333333
0.3,2,2,4,61.9,58.0,717.8009696969697
0.7,2,3,6,60.7,57.0,2554.435
1.09,2,5,5,62.9,58.0,5672.545
1.02,1,4,5,62.9,58.0,5843.910785714284
1.04,1,2,7,59.2,58.0,4452.052
1.0,3,3,4,59.8,58.0,6818.93
0.31,2,6,6,62.7,56.0,479.60900000000004
0.34,4,5,6,63.7,57.0,619.04
0.5,3,6,6,62.5,57.0,1061.885
1.11,2,1,3,63.0,57.0,11677.544666666668
0.71,2,3,7,62.1,54.0,2428.2833333333333
0.77,3,5,6,60.4,58.0,2566.6575
0.26,3,2,2,61.8,59.0,576.8
0.53,3,4,7,63.4,55.0,1091.9
0.52,4,5,5,63.5,58.0,1338.19
0.23,2,2,4,61.5,54.0,483.86
0.39,1,4,4,62.4,57.0,955.4466666666666
0.31,1,7,6,58.1,62.0,439.66025
0.71,1,4,6,61.7,58.0,2383.038333333333
1.28,3,2,6,59.8,59.1,7461.62
0.31,2,4,1,61.7,56.0,943.594
0.72,2,1,5,61.0,55.0,3379.921666666667
1.2,1,5,6,62.2,58.0,6180.9
0.4,4,2,6,63.9,55.0,851.7933333333333
0.3,3,3,5,62.8,56.0,593.4
0.51,1,2,5,60.6,58.0,1661.746
0.73,2,3,5,62.7,58.0,2824.42
0.5,1,2,6,62.3,58.0,1349.445
1.01,4,4,6,63.7,60.0,4931.95
2.01,2,5,6,60.6,57.0,16726.948000000004
0.31,2,3,1,62.2,56.0,957.0595000000001
0.46,1,3,4,63.0,57.0,1278.508833333333
0.9,4,4,7,63.4,59.0,3220.854166666666
0.37,2,4,5,62.2,57.0,699.4193333333334
0.9,3,3,6,62.3,55.0,4024.09
0.7,1,3,6,61.9,59.0,2384.9693333333335
0.38,2,4,3,61.0,56.0,920.26
0.41,3,4,2,60.3,60.0,1136.335
1.52,2,3,6,61.5,55.0,12016.65
1.05,2,4,2,60.1,57.0,8602.45
0.36,1,2,5,60.3,59.0,908.5196666666666
0.45,2,3,2,61.8,55.0,1416.3754999999999
0.38,4,6,6,63.7,57.0,659.4588333333335
0.35,1,4,2,61.8,57.0,975.0264999999999
0.41,3,7,4,61.3,59.0,701.813
1.04,3,2,3,62.4,58.0,9349.15
0.31,2,5,3,62.2,57.0,733.4709999999999
0.34,2,3,4,62.1,57.0,798.1569523809522
0.33,1,2,5,61.7,60.0,756.445
0.34,2,1,5,62.9,56.0,857.3233333333334
1.02,3,4,5,63.2,57.0,5916.05
1.0,3,4,3,62.3,58.0,7197.344333333333
0.71,1,4,6,60.4,59.0,2324.4366666666665
0.24,2,2,3,61.7,58.0,650.35
0.37,3,2,4,63.5,59.0,866.61
0.37,1,4,4,61.4,58.0,793.96
0.41,3,1,6,59.2,62.0,726.68
0.34,1,4,7,62.8,58.0,552.2769999999999
0.42,3,2,6,59.8,61.0,735.94
0.34,3,1,6,63.1,57.0,701.1489999999999
0.32,2,3,4,61.9,55.0,786.699
0.4,2,1,5,61.3,56.0,1051.01
0.71,2,3,3,62.6,56.0,3970.83
1.8,4,3,7,57.9,58.0,10156.05
0.85,2,2,6,62.8,56.0,3759.55
0.34,1,5,4,62.1,58.0,681.1275
2.21,3,4,7,60.7,62.0,15018.885
1.51,5,5,6,55.8,61.0,9236.16
1.09,2,4,4,62.3,55.0,7611.645
0.4,2,2,4,60.4,57.0,1015.0305000000001
0.7,3,2,6,59.9,63.0,2356.43
1.59,2,6,7,60.5,55.1,8278.53
0.71,5,3,6,59.8,70.0,2429.54
0.36,1,2,5,62.5,58.0,796.5758333333333
0.38,2,2,5,61.7,55.0,879.225
0.31,2,2,3,62.0,54.0,819.0875238095239
0.36,2,2,5,62.8,56.0,908.7966666666669
1.04,2,3,6,61.3,56.0,5823.88
2.59,2,7,4,61.7,56.0,17620.7
0.34,2,3,1,61.7,55.0,1206.03
0.72,1,7,5,60.2,59.0,1905.805
0.34,2,4,5,62.5,57.0,663.5935952380952
1.04,1,1,4,60.8,58.0,8825.26
0.55,2,3,5,61.1,56.0,1745.335
0.61,3,4,4,62.7,57.0,1983.41
0.51,2,4,4,62.5,57.0,1663.8350000000003
0.3,1,5,2,63.0,58.0,879.7033333333334
0.59,1,2,5,59.1,61.0,2010.28
0.31,1,5,1,61.7,58.0,936.1532380952382
0.24,3,3,5,62.4,58.0,417.48
0.36,2,1,3,61.6,57.0,1023.4641666666665
0.31,1,4,4,61.2,60.0,718.7990000000001
1.31,1,4,3,62.7,59.0,11558.525
1.37,3,6,4,61.8,57.0,7306.725
0.53,2,3,6,61.5,56.0,1376.5226666666667
0.7,3,7,7,63.6,56.0,1708.86
0.53,3,1,3,57.5,64.0,2446.61
0.33,2,1,4,60.9,57.0,936.5922380952381
0.33,2,2,2,61.7,56.0,1013.8680952380953
0.54,4,1,6,64.1,55.0,1496.08
0.32,2,3,5,61.1,57.0,728.4665
0.33,1,4,4,61.3,58.0,722.7859523809523
1.21,4,2,8,64.0,57.0,3651.1733333333336
1.35,1,5,4,62.3,58.0,7898.16
0.31,2,1,4,62.0,54.0,779.368380952381
0.38,2,3,5,61.2,57.0,921.9680000000002
1.51,2,4,3,62.3,55.0,15725.18
0.58,2,5,4,62.3,57.0,1726.26
1.2,3,2,5,60.6,56.0,9716.575
0.51,3,1,6,59.4,59.0,1472.49
1.05,2,7,7,62.3,54.0,3658.64
1.08,3,5,6,63.2,58.0,4915.967000000001
1.02,3,3,4,62.4,58.0,7405.1375
1.27,3,3,2,62.5,56.0,12975.01
0.41,2,1,4,61.8,57.0,1259.49
0.53,2,4,3,62.6,56.0,1870.765
0.36,2,1,6,62.7,57.0,734.8038571428572
1.23,2,6,7,60.6,57.0,5070.743404761905
0.5,3,1,5,63.3,54.0,1695.31
0.31,1,4,5,62.4,59.0,681.013
1.62,2,6,4,60.8,56.0,11125.04
1.83,3,2,7,62.8,56.0,12655.47
0.56,1,4,4,61.2,60.0,1887.545
0.51,2,3,3,61.9,56.0,2100.601
1.51,4,2,8,63.6,60.0,4730.376666666667
0.3,2,1,4,60.8,56.0,824.2766666666665
1.14,3,6,4,63.3,56.0,5434.3
0.7,3,5,4,60.3,63.0,2452.78
1.11,2,4,4,61.4,57.0,7843.554
0.71,2,6,3,62.2,54.0,2440.6158333333333
1.14,1,3,5,62.0,59.0,7144.0
0.58,4,2,6,59.3,64.0,1484.99
1.23,1,4,6,62.5,59.0,6285.898888888889
0.71,3,4,5,63.1,58.0,2458.2
1.7,3,6,4,62.3,58.1,12153.745
0.37,2,6,5,61.2,56.0,571.0844444444444
0.56,2,2,5,61.5,57.0,2002.16
2.1,1,5,7,60.4,59.0,15837.83
0.34,2,4,5,62.2,57.0,698.930880952381
1.0,3,5,6,62.3,60.0,4601.59
0.79,2,6,7,62.1,56.0,2342.36
0.3,2,2,5,62.4,56.0,813.86
0.3,2,4,1,61.9,55.0,866.4366666666667
0.32,2,3,3,60.8,58.0,766.58
0.4,1,7,6,61.4,58.0,671.053
0.41,1,3,2,61.3,59.0,1235.7445
0.36,3,2,1,59.5,57.0,1256.84
0.35,4,6,6,63.6,56.0,562.53
0.3,2,3,3,61.8,55.0,693.0333333333334
0.3,3,5,3,63.0,56.0,623.055
0.32,2,2,2,61.6,56.0,982.7470000000001
0.7,1,2,1,62.9,59.0,3939.27
0.3,4,4,4,63.6,57.0,607.125
1.52,1,5,6,62.1,59.0,8454.845
1.2,1,4,7,59.9,59.0,5114.266
0.55,1,3,6,61.9,59.0,1450.7475
1.2,3,7,7,61.8,60.0,4120.39
0.71,3,2,5,59.6,60.0,2895.3922857142857
1.2,2,6,6,61.8,56.0,5445.35
0.32,2,3,6,61.3,55.0,611.755
1.14,2,5,5,61.1,57.0,5990.777000000001
0.4,2,3,7,61.0,56.0,639.83
1.23,3,4,7,60.8,59.0,5110.0
0.57,2,4,4,62.0,55.0,1886.815
0.37,2,4,5,60.8,57.0,796.72
1.02,3,5,6,63.2,57.0,4655.2
0.41,2,1,4,62.4,56.0,1128.7333333333333
0.55,2,6,2,61.6,55.0,1693.3891666666668
0.33,2,6,6,62.7,56.0,495.47583333333336
0.32,1,6,5,62.8,58.0,542.2430238095238
0.23,3,2,3,61.8,58.0,495.79333333333335
0.77,2,1,4,62.3,56.0,3848.618
0.31,2,4,6,63.0,56.0,590.4775
0.38,1,3,6,62.0,58.0,714.8566666666667
0.31,2,1,5,62.1,56.0,801.1888772893772
1.27,2,3,1,61.3,55.0,15204.411666666667
0.41,1,3,5,60.3,58.0,1078.3613333333335
0.41,3,2,6,61.5,61.0,718.16
2.15,1,4,7,61.2,58.0,15317.1
0.31,3,3,5,63.5,55.0,694.05
0.7,2,3,8,62.1,57.0,1372.99
0.51,3,4,5,62.2,57.0,1399.5033333333333
0.52,1,3,5,62.1,59.0,1626.24
0.78,2,4,6,62.8,56.0,2720.09
0.56,1,2,4,60.1,61.0,2133.18
0.3,4,5,5,63.5,54.0,524.1766666666666
2.34,2,5,8,62.4,55.0,10152.56
1.76,1,5,5,62.2,60.0,13068.8
0.8,3,2,6,63.1,57.0,3054.25
0.31,2,4,2,60.5,57.0,898.6600000000003
1.08,1,5,6,62.6,56.0,4987.472333333333
1.01,1,1,6,60.0,60.0,5491.22
0.53,2,4,2,62.1,54.0,1946.13
1.3,1,6,5,62.7,58.0,6137.098333333333
0.65,3,4,6,62.0,58.0,1738.91
1.7,1,6,5,61.3,59.0,11382.338333333333
0.92,1,5,3,62.5,58.0,4944.413333333333
0.51,3,2,6,62.9,57.0,1415.8733333333334
0.9,1,1,7,61.2,62.0,3495.73
0.72,2,4,4,61.3,56.0,3409.63
0.31,3,5,2,61.2,56.0,685.71
0.43,3,6,1,61.0,56.0,1012.025
1.09,1,1,7,61.2,60.0,5060.05
0.31,2,6,6,62.0,53.0,476.83666666666664
1.53,2,6,7,61.4,58.0,7644.67
0.59,2,2,5,61.4,58.0,1897.97
1.52,2,6,7,62.5,58.0,7653.71
2.11,1,1,7,60.9,60.0,16827.2
1.13,1,5,6,62.1,58.0,5066.200000000001
0.41,1,1,7,62.7,58.0,802.8916666666665
2.14,1,6,5,60.7,59.0,15461.285
0.9,4,7,7,63.9,56.0,2724.3259999999996
0.7,3,4,3,61.0,59.0,3008.856666666667
1.28,2,4,3,61.2,54.0,11207.33
0.31,3,5,3,61.9,58.0,629.073
0.49,1,3,6,60.5,60.0,1158.88
0.3,2,4,1,60.9,58.0,847.7445238095238
0.63,1,6,4,62.0,58.0,1755.17
0.33,4,3,2,63.3,57.0,943.2255
0.33,4,1,6,63.1,55.0,588.725
0.99,2,6,6,61.8,57.0,3767.00875
0.71,3,3,6,63.0,55.0,2288.15
0.91,4,1,7,63.3,62.0,3701.0115
1.01,2,5,6,62.3,59.0,4635.5575
0.42,4,5,6,63.6,57.0,811.3056666666666
0.41,2,3,4,62.5,57.0,1066.695
1.01,3,3,5,59.1,59.0,6396.07
0.9,2,6,7,62.0,56.0,3028.796666666666
0.7,2,3,6,61.4,57.0,2512.077333333333
1.0,1,4,4,62.4,59.0,6508.41
0.32,2,4,3,61.8,55.0,899.7146666666667
0.31,1,4,3,61.5,58.0,865.5433333333334
0.71,2,2,6,61.8,57.0,2514.241666666667
0.6,2,3,5,60.9,55.0,2157.47
0.38,1,5,5,60.6,58.0,807.852
0.51,2,3,7,61.0,55.0,1148.895
1.07,3,5,4,62.5,56.0,6009.43
1.21,1,4,7,58.9,61.0,4972.68
0.61,2,3,3,61.5,55.0,2713.21
1.77,3,6,5,60.2,58.0,12179.291333333333
0.72,2,1,6,61.1,56.0,3391.041666666666
0.3,1,4,1,61.0,62.0,948.2656666666668
1.09,2,6,6,61.9,55.0,5074.5
1.05,4,3,7,63.6,59.0,4093.893333333333
1.38,1,4,7,59.2,59.0,5983.791666666666
0.76,2,3,6,61.4,56.0,2945.51
1.13,2,2,6,62.2,55.0,6850.639166666666
0.31,2,1,5,62.2,56.0,838.3490317460315
1.1,1,5,7,58.9,57.0,4156.585
0.5,5,3,8,63.8,58.0,948.6333333333333
1.07,1,4,7,62.0,59.0,4538.9
0.53,2,6,5,62.2,56.0,1269.7
0.33,1,4,7,62.6,58.0,542.337
0.73,2,1,6,61.2,57.0,3112.39
0.3,2,1,6,62.1,56.0,627.7411666666667
1.37,1,4,5,61.6,59.0,10378.75
0.72,2,7,2,62.5,56.0,2177.91
2.01,1,5,6,60.6,59.0,16677.501666666667
0.55,2,3,4,61.2,56.0,1905.3450000000003
0.31,2,1,5,61.9,56.0,836.133523809524
0.7,1,5,5,60.7,59.0,2367.35
0.31,2,1,6,62.0,55.0,588.2868333333333
1.13,2,3,7,61.8,56.0,4818.623333333334
1.08,2,4,4,61.8,58.0,7132.18
0.28,3,2,4,58.9,58.0,487.2
0.89,3,6,5,63.1,55.0,3191.97
0.42,2,4,2,60.6,56.0,1218.2466666666667
0.41,3,2,3,63.8,58.0,1077.8718333333334
0.51,3,1,4,62.2,59.0,1886.573333333333
0.87,2,5,7,62.7,56.0,2894.17
0.33,2,3,2,61.3,55.0,894.26
0.51,4,1,5,63.7,57.0,1669.13
0.72,2,4,7,60.8,57.0,2185.53
1.23,2,5,5,62.2,55.0,6999.37
1.0,1,2,7,60.5,61.0,4323.53
0.52,3,1,7,62.4,59.0,1295.2875
0.53,2,1,5,61.4,55.0,1890.7689166666667
0.62,3,5,5,61.8,57.0,1641.25
0.32,1,4,7,62.3,58.0,517.1026666666667
0.3,2,2,5,62.3,56.0,727.1078571428569
0.43,2,2,4,63.0,55.0,1101.568761904762
0.7,3,6,6,61.6,63.0,1888.385
0.26,2,2,3,62.3,57.0,615.5409999999999
1.2,4,6,7,64.1,57.0,4953.0
0.33,2,4,4,61.6,57.0,772.3998809523811
1.51,1,2,5,60.7,60.0,14330.35
0.8,4,2,7,61.4,59.0,2680.635
1.12,2,4,4,61.0,56.0,7975.93
0.71,1,2,6,60.5,55.0,2813.25
2.01,1,6,5,60.3,62.0,16129.845119047619
2.08,4,6,7,57.0,63.0,12713.36
0.51,2,5,3,61.6,55.0,1752.34
1.51,1,2,6,63.0,58.0,11631.35
1.01,1,4,6,62.8,59.0,4761.170666666667
1.09,2,5,7,62.0,57.0,4599.168333333333
0.4,2,2,6,63.0,57.0,890.7766666666668
0.91,1,2,6,61.9,61.0,4109.22
1.05,2,4,5,61.9,56.0,6472.46
0.91,1,5,6,62.2,56.0,3377.78
1.7,3,4,4,63.5,56.0,15302.65
2.0,2,6,4,62.3,56.0,17749.1
0.3,2,3,5,60.4,56.0,661.4185000000001
1.3,2,4,4,62.0,55.0,10391.405
0.32,1,3,5,61.3,60.0,798.6895
1.21,1,6,4,61.2,59.0,6126.56
1.49,5,5,8,66.9,61.0,5378.2
0.7,1,6,6,61.8,62.0,2061.69
0.32,3,1,6,63.1,56.0,731.17
1.02,1,3,7,62.5,60.0,4372.645833333333
1.0,3,4,2,57.8,59.0,7933.453333333333
1.23,2,4,5,61.5,54.0,7638.696761904762
2.51,1,7,7,59.3,58.0,16426.96
0.32,4,2,6,63.1,54.0,535.825
0.74,3,2,5,62.8,58.0,3175.594
1.57,4,4,5,57.8,60.0,11108.25
0.43,2,7,1,62.4,56.0,963.6416666666668
0.4,3,2,3,63.7,59.0,1060.15
0.99,1,3,7,60.6,61.0,4492.055
0.9,2,4,6,60.8,58.0,4200.0725
1.01,1,3,7,62.8,57.0,4491.543333333333
1.06,2,3,3,62.1,57.0,9314.329
0.28,2,3,3,62.6,54.0,778.7283333333332
0.57,1,4,5,62.8,57.0,1671.13
2.15,3,5,7,62.8,58.0,14613.41
0.7,2,3,5,61.6,57.0,3010.68
1.3,2,4,3,62.4,56.1,11892.219666666666
1.01,2,5,5,62.7,56.0,5172.99
0.35,2,4,1,61.8,55.0,1026.01
0.41,2,5,4,61.9,56.0,932.5306666666665
0.32,2,3,5,61.4,57.0,784.6725
0.72,1,3,4,62.2,58.0,2843.72
0.77,2,3,7,61.3,56.0,2351.31
1.25,1,6,5,61.0,59.0,6104.586666666666
0.48,5,2,7,55.2,60.0,1002.7513333333333
0.54,2,5,6,62.2,56.0,1240.038
0.25,1,2,3,62.5,59.0,681.7498095238096
0.59,2,3,7,61.7,54.0,1255.95
0.32,1,4,2,61.9,58.0,968.8899999999999
1.27,1,3,4,60.3,58.0,10241.4
1.25,3,4,5,63.5,60.0,8316.68
0.4,1,6,2,60.8,58.0,991.5066666666665
0.61,2,3,6,61.4,56.0,1601.895
1.03,2,7,6,62.3,56.0,3864.38
1.51,3,2,7,63.2,56.0,8195.14
1.25,2,5,7,62.8,55.0,5715.43
0.32,2,2,3,62.0,55.0,843.2560238095238
0.53,2,7,5,62.6,53.0,1090.88
1.01,3,5,7,60.6,61.0,4125.27
1.2,3,7,6,62.5,58.0,4343.75
0.34,1,4,4,62.2,55.0,824.1026666666667
0.31,3,4,4,62.0,59.0,615.9266666666667
0.3,1,2,5,62.6,62.0,825.7539999999999
0.52,2,1,2,62.1,54.0,3122.4858333333336
0.9,2,5,4,61.9,56.0,4288.35
0.32,1,6,3,62.1,59.0,699.5
0.31,3,5,3,61.2,60.0,620.76
0.8,3,3,7,61.5,56.0,2695.9466666666663
0.77,3,6,5,63.1,58.0,2459.88
0.52,2,2,5,60.4,57.0,1714.01
1.07,3,1,1,60.9,58.0,17354.5
0.42,3,5,5,60.9,55.0,805.68
0.36,2,2,5,60.7,56.0,889.2580000000002
1.65,2,4,5,62.2,55.0,13916.59
0.74,2,2,7,61.9,56.0,2731.02
0.5,4,2,7,63.7,55.0,1131.4
0.26,3,1,3,60.4,59.0,587.5
0.99,5,7,8,73.6,60.0,1982.09
1.27,2,5,5,60.3,56.0,7790.3
0.3,4,2,6,63.8,55.0,540.31
0.72,1,4,7,61.6,55.0,2195.2633333333333
0.42,2,4,1,62.2,54.0,1295.806
1.01,4,3,6,57.4,57.0,4979.2375
0.96,1,5,7,59.2,61.0,3616.07
0.31,2,4,3,62.5,53.0,689.966
0.91,4,1,6,64.0,58.0,3924.6634999999997
0.42,2,5,5,62.5,57.0,967.36
1.02,1,5,7,58.3,59.0,3982.646666666667
0.53,2,5,1,62.0,54.0,1925.46
1.51,3,6,4,61.1,63.0,9966.75
1.02,4,3,6,64.3,58.0,4585.6258333333335
0.42,1,1,6,61.5,58.0,890.1468333333335
0.31,3,4,7,63.2,55.0,493.625
0.4,3,3,4,61.5,59.0,883.92
1.3,2,4,1,62.3,56.0,12572.024999999998
1.64,2,4,3,61.8,56.0,16167.215
1.5,5,5,8,65.6,54.0,5057.54
2.0,3,7,3,63.0,59.0,13717.24
0.7,5,5,6,64.8,57.0,1967.0216666666665
0.76,1,1,5,61.7,59.0,3204.4860000000003
0.56,2,6,2,62.0,56.0,1611.09
1.7,1,6,3,61.7,57.4,12276.883999999998
1.04,3,2,6,60.8,60.0,5359.645833333332
2.01,2,6,4,62.5,56.0,17608.7
1.0,4,4,7,61.4,61.0,4163.34
0.55,4,4,6,63.6,61.0,1340.42
1.0,1,3,6,60.3,58.0,5120.795
0.31,4,5,5,63.1,58.0,490.84
0.7,2,3,7,61.4,55.0,2246.16
1.03,2,1,5,62.0,54.8,7492.97
0.91,1,2,4,61.9,59.0,5324.889666666667
0.54,4,5,6,63.3,57.0,1191.3416666666667
1.51,1,6,6,61.7,60.0,8820.79
0.73,2,1,6,61.4,57.0,3054.92
0.57,2,3,6,62.2,55.0,1621.9543333333331
0.33,1,5,5,60.4,60.0,536.5708333333333
0.32,2,2,1,62.9,54.0,1065.87
1.12,3,6,6,61.7,58.1,4668.43
0.96,1,6,5,60.6,60.0,3741.8
0.31,1,4,4,59.5,59.0,675.242
2.02,4,5,7,60.2,55.0,15145.99
0.4,1,3,4,62.9,58.0,1011.3566666666666
0.53,1,6,5,58.5,60.0,1229.08
0.31,2,4,3,61.3,56.0,771.83
1.02,2,3,7,62.4,57.0,4568.46
0.53,2,3,3,61.3,56.0,2282.13
1.65,5,7,6,61.6,66.0,8169.58
0.29,3,4,3,62.2,55.0,540.48
0.62,2,2,3,62.0,56.0,2910.5
1.3,1,4,3,60.2,58.0,11578.21
0.41,1,3,5,62.6,58.0,1029.4243333333332
1.21,3,6,3,61.1,57.0,6974.805
1.01,4,4,4,63.8,56.0,6379.898023809523
0.71,3,6,3,59.5,60.0,2393.95
0.92,4,1,6,63.6,57.0,4219.81
0.3,4,5,7,63.2,55.0,436.0333333333333
0.35,3,5,5,61.8,56.0,552.75
1.04,2,4,4,61.2,58.0,7111.94
0.3,2,1,6,61.4,55.0,580.04
1.03,2,1,4,61.8,56.0,9429.303333333333
1.02,3,3,7,60.2,61.0,4224.33
1.05,1,5,7,63.0,57.0,4183.06
0.5,2,1,5,61.9,59.0,1732.595
0.7,3,6,8,63.2,59.0,1130.42
0.62,2,4,1,62.2,54.0,2963.66
1.15,1,6,7,62.6,57.0,4342.18
0.8,3,1,7,63.7,57.0,2876.558
0.51,4,4,3,63.5,56.0,1820.6291666666668
1.04,1,3,3,62.5,58.0,9090.999
1.24,1,1,7,61.4,59.0,6274.334333333333
2.29,1,5,5,61.6,60.0,17087.77
0.53,2,2,6,61.9,55.0,1575.8125
1.02,4,5,6,57.1,61.0,4505.116
1.52,1,5,7,58.7,62.0,7248.69
0.32,3,4,1,62.4,55.0,935.705
0.36,2,1,5,61.8,56.0,861.5475
0.41,2,3,4,60.8,57.0,1071.705
0.5,2,5,2,61.4,57.0,1815.1223333333335
1.23,4,7,5,63.6,57.0,5166.341666666667
0.3,2,5,3,61.2,57.0,640.4380714285714
0.39,2,2,1,61.5,55.5,1314.87
1.5,1,4,5,62.5,59.0,12423.71
0.41,2,4,7,61.3,56.0,727.82
1.04,2,4,6,61.9,53.0,5145.6625
0.26,1,2,3,60.8,61.0,717.554
2.1,2,6,7,61.9,56.0,14029.839333333335
1.57,3,6,4,62.7,58.0,10064.48
0.32,5,3,5,59.6,60.0,628.56
0.52,2,3,5,62.3,57.0,1627.29
0.23,3,2,2,59.3,62.0,490.77
0.51,3,2,4,58.1,60.0,1864.27
0.3,1,4,3,60.4,60.0,864.7133333333333
0.44,2,3,6,61.0,57.0,931.352
0.54,3,1,4,62.1,59.0,1986.86
0.31,1,5,3,60.6,60.0,744.1625
0.59,3,5,1,61.7,56.0,2253.17
0.42,3,4,6,62.2,58.0,731.37
0.43,2,2,2,61.0,57.0,1433.0883333333334
1.0,3,3,5,62.5,58.0,6332.744000000001
1.7,1,6,4,61.5,58.0,12219.135
0.71,3,3,7,63.3,56.0,2353.007
1.25,4,3,5,63.9,58.0,8141.3
0.31,2,2,4,60.9,57.0,748.1526666666667
1.2,1,2,2,60.6,60.0,13564.2
1.51,4,4,4,63.1,55.0,13055.82
0.5,3,1,5,61.1,58.0,1626.717
2.19,1,5,6,62.3,62.0,15657.356666666665
1.01,4,4,6,58.4,61.0,4750.086666666667
2.01,1,2,7,58.7,54.0,16415.83
1.11,2,2,5,62.2,56.0,7597.47
0.32,2,4,5,62.0,57.0,608.0897380952379
0.7,4,6,5,57.5,62.0,2089.71
1.01,1,5,6,61.9,57.0,4222.78
0.42,2,1,2,61.8,55.0,1549.33
0.9,3,2,7,63.4,62.0,3218.731666666666
2.07,1,5,6,62.7,58.0,16519.3175
0.76,2,6,6,61.8,57.0,2419.78
2.01,3,2,7,62.0,61.0,16532.573333333334
0.72,2,5,3,60.9,57.0,3178.92
0.75,3,6,4,63.3,57.0,2458.88
0.35,4,5,5,63.7,57.0,656.7866666666667
0.3,1,3,4,61.0,58.0,728.7275
1.14,2,3,5,61.4,56.0,8076.484166666667
1.01,3,4,6,59.9,56.0,4855.378
0.31,2,3,1,61.3,55.0,988.5454999999998
0.9,4,7,5,64.1,56.0,3003.07
0.76,3,3,2,59.6,58.0,4387.645
0.39,2,4,4,62.6,55.0,919.3033333333333
0.34,2,3,4,61.1,57.0,783.3656666666665
1.56,2,4,3,62.3,54.0,15508.65
1.02,1,3,7,62.7,59.0,4245.355
0.6,4,4,5,64.3,57.0,1744.2001666666665
0.65,4,4,4,60.0,60.4,2151.88
0.36,2,2,6,62.4,55.0,771.0916666666667
0.53,3,5,4,63.3,56.0,1577.11
0.9,3,5,6,62.6,58.0,3554.42
0.97,2,6,8,61.6,53.0,2321.185
0.32,2,4,7,62.2,53.0,442.7148333333334
0.8,2,3,5,62.0,55.0,3566.22
1.5,1,3,4,62.3,58.0,15383.826666666666
0.67,1,4,3,60.1,60.0,2840.41
0.41,2,7,2,61.2,57.0,935.4121666666667
0.55,2,2,5,62.5,56.0,1739.78
1.5,1,3,6,62.2,58.0,11501.28
0.4,1,3,2,60.8,59.0,1312.71
0.51,3,2,7,62.0,57.0,1196.535
1.05,4,6,5,64.3,55.0,4674.33
0.31,2,4,3,62.1,54.0,688.19
0.9,1,5,4,61.5,59.0,4209.8
1.51,2,3,5,62.2,53.0,14877.65
0.4,2,4,2,60.2,60.0,1087.0475
0.52,2,1,6,62.9,56.0,1620.5
0.9,4,5,5,63.6,55.0,4138.79
1.09,1,5,7,61.2,62.0,4295.016666666666
0.82,1,5,7,59.5,62.0,2493.27
0.51,4,3,6,63.8,56.0,1232.2916666666667
0.51,2,4,3,62.2,56.0,1846.835833333333
1.0,5,4,7,67.8,61.0,3101.7
0.27,3,2,2,60.0,58.0,597.78
0.5,2,2,5,63.0,57.0,1633.2233333333331
1.01,1,4,4,62.6,59.0,6554.056166666667
1.12,2,1,8,60.6,55.0,3755.6690000000003
0.33,2,5,4,61.8,56.0,656.6546666666668
0.51,2,2,6,61.3,55.0,1538.01775
1.03,2,5,6,61.7,57.0,5125.682333333333
1.27,4,7,4,63.4,60.0,5485.705
1.03,2,4,5,61.8,56.0,6352.041666666668
0.3,2,2,5,60.6,59.0,704.377
0.42,1,4,6,60.6,62.0,879.7008333333333
1.41,1,4,6,62.1,59.0,8455.25
1.04,2,2,6,62.4,57.0,5081.577166666667
0.96,3,4,6,63.2,57.0,4146.27
0.72,3,2,6,63.1,60.0,2576.91
1.21,1,7,5,60.2,57.0,4853.8
1.19,2,4,4,61.9,55.0,9067.560666666666
0.42,3,2,6,62.5,55.0,764.11
0.53,2,4,4,61.9,56.0,1718.995
0.38,2,4,6,60.2,57.0,759.75
0.3,1,5,5,61.1,59.0,536.884
1.03,3,1,7,60.9,57.0,4862.89
0.95,3,4,4,61.7,58.0,4750.13
0.4,3,3,2,63.7,58.0,1178.92
1.01,1,5,5,60.5,58.0,5078.54
0.73,2,4,4,61.7,56.0,3329.95
0.38,2,2,4,61.6,56.0,1027.4191428571428
1.07,1,3,6,59.6,58.0,5442.39
0.42,2,4,5,62.2,54.1,966.48
1.0,3,2,6,63.1,57.0,5262.085333333333
0.74,2,7,4,61.7,57.0,2138.21
1.01,1,2,6,62.0,61.0,5063.38
0.32,1,6,6,62.9,58.0,488.5065238095238
1.04,3,4,7,60.9,58.0,4282.488809523809
1.68,3,4,5,62.7,58.0,14028.14
1.3,1,1,7,60.2,59.0,6740.0
0.35,2,3,3,61.6,58.0,800.4838095238094
0.72,2,2,6,62.1,57.0,2604.856
0.51,2,2,6,62.4,55.0,1433.2252380952382
1.01,3,1,7,59.7,58.0,4908.83
1.0,4,6,6,60.5,57.0,4167.5775
